facility_id,report_month,rule_id,description,observed
FCT010,2023-12-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=430, expected=371.0"
NAS009,2023-02-28,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=478, expected=467.0"
KAD011,2023-12-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=573, expected=584.0"
LAG006,2023-04-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=5001, expected=5252.0"
FCT008,2023-12-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=4861, expected=4739.0"
XXX999,2022-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=443, expected=783.0"
CRS004,2023-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=459, expected=456.0"
FCT002,2022-03-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=649, expected=633.0"
FCT014,2024-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2607, expected=2630.0"
NAS001,2024-06-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=396, expected=480.0"
NAS010,2023-02-28,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=4757, expected=5472.0"
KAD012,2023-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=640, expected=623.0"
BEN011,2023-05-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=340, expected=341.0"
RIV002,2023-06-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=4637, expected=4477.0"
AKS002,2022-06-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=673, expected=580.0"
RIV001,2023-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=938, expected=1153.0"
CRS009,2023-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=893, expected=740.0"
NAS012,2024-03-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1347, expected=1348.0"
AKS007,2024-04-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=5376, expected=5655.0"
BEN008,2022-12-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=6151, expected=6222.0"
FCT001,2024-03-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1196, expected=1222.0"
BEN011,2022-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=312, expected=340.0"
FCT001,2023-04-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1274, expected=1190.0"
LAG004,2022-02-28,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=634, expected=613.0"
KAD014,2022-08-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2694, expected=2298.0"
RIV009,2022-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=842, expected=797.0"
TMP001,2024-11-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=647, expected=371.0"
LAG099,2023-10-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=758, expected=930.0"
NAS011,2023-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2620, expected=2839.0"
XXX999,2023-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=598, expected=438.0"
KAD010,2024-02-29,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=964, expected=950.0"
KAD012,2024-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=628, expected=640.0"
NAS002,2023-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=312, expected=313.0"
NAS015,2024-12-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=3400, expected=3311.0"
KAD008,2024-12-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1161, expected=1179.0"
NAS999,2022-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1788, expected=2734.0"
KAD006,2022-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1571, expected=1745.0"
BEN006,2023-04-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=334, expected=355.0"
FCT007,2024-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=4229, expected=4397.0"
NAS003,2023-06-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1647, expected=1531.0"
NAS002,2023-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=305, expected=309.0"
CRS011,2022-03-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=454, expected=451.0"
NAS009,2022-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=478, expected=476.0"
NAS007,2024-02-29,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2128, expected=2044.0"
BEN010,2023-12-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=725, expected=842.0"
RIV004,2022-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=864, expected=846.0"
LAG014,2023-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1794, expected=1992.0"
RIV003,2023-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1036, expected=1082.0"
LAG099,2023-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=482, expected=759.0"
CRS006,2023-06-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1339, expected=1366.0"
KAD004,2023-04-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=4535, expected=3685.0"
CRS004,2024-06-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=459, expected=461.0"
AKS004,2022-08-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=991, expected=959.0"
NAS005,2023-08-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=543, expected=435.0"
BEN012,2023-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=454, expected=448.0"
BEN005,2022-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=455, expected=479.0"
NAS008,2024-06-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=761, expected=872.0"
BEN003,2022-02-28,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2598, expected=2422.0"
AKS002,2023-10-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=596, expected=668.0"
NAS001,2022-10-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=474, expected=395.0"
XXX999,2024-10-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2167, expected=585.0"
LAG004,2022-12-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=617, expected=633.0"
CRS008,2023-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2252, expected=2118.0"
KAD008,2024-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1165, expected=1156.0"
KAD009,2022-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=682, expected=912.0"
RIV005,2023-12-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1328, expected=1367.0"
BEN001,2023-02-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1953, expected=1692.0"
NAS999,2024-02-29,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2814, expected=1816.0"
BEN009,2023-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=467, expected=449.0"
AKS003,2022-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=128, expected=343.0"
LAG009,2023-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2484, expected=2283.0"
FCT010,2022-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=252, expected=435.0"
RIV006,2023-12-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2674, expected=2615.0"
FCT003,2024-03-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=5234, expected=5744.0"
RIV013,2024-10-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2098, expected=2200.0"
BEN004,2022-03-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=357, expected=386.0"
BEN002,2022-10-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=4790, expected=4491.0"
BEN005,2023-10-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=535, expected=459.0"
FCT003,2022-03-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=6612, expected=5173.0"
KAD001,2022-03-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=792, expected=738.0"
RIV013,2024-03-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2136, expected=2107.0"
BEN014,2024-10-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=749, expected=744.0"
NAS013,2024-04-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1651, expected=1701.0"
LAG006,2024-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=4543, expected=4997.0"
LAG014,2023-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1771, expected=1774.0"
KAD003,2022-05-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2577, expected=2769.0"
AKS013,2022-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=554, expected=644.0"
BEN001,2023-09-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1838, expected=1927.0"
NAS008,2024-02-29,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=788, expected=753.0"
RIV004,2022-02-28,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=878, expected=856.0"
BEN014,2022-03-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=906, expected=747.0"
NAS006,2024-10-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=939, expected=1047.0"
NAS011,2022-03-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2802, expected=2582.0"
RIV004,2024-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=835, expected=873.0"
BEN005,2024-06-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=569, expected=542.0"
AKS014,2023-03-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=603, expected=614.0"
BEN015,2022-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=872, expected=711.0"
NAS009,2023-06-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=474, expected=479.0"
BEN011,2024-03-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=380, expected=319.0"
KAD011,2023-06-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=564, expected=572.0"
AKS002,2023-02-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=631, expected=594.0"
CRS007,2024-03-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=309, expected=314.0"
FCT007,2023-04-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=4358, expected=4273.0"
RIV009,2024-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=765, expected=832.0"
RIV015,2024-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2242, expected=2412.0"
RIV005,2024-12-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1248, expected=1312.0"
FCT009,2024-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=474, expected=440.0"
LAG002,2022-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=5817, expected=5852.0"
LAG002,2022-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=5631, expected=5908.0"
KAD002,2024-08-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=3583, expected=3889.0"
CRS012,2022-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=820, expected=788.0"
RIV001,2024-10-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=789, expected=923.0"
FCT013,2022-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1414, expected=1243.0"
NAS002,2023-06-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=304, expected=306.0"
TMP001,2024-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1376, expected=641.0"
BEN009,2023-10-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=450, expected=466.0"
KAD009,2023-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=770, expected=696.0"
BEN009,2024-12-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=424, expected=448.0"
BEN004,2022-08-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=371, expected=359.0"
BEN010,2022-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=808, expected=711.0"
KAD009,2022-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=717, expected=782.0"
LAG006,2022-03-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=5576, expected=4446.0"
BEN012,2022-04-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=480, expected=449.0"
FCT010,2024-12-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=530, expected=256.0"
AKS001,2024-12-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=329, expected=319.0"
FCT010,2022-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=285, expected=547.0"
FCT002,2023-03-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=598, expected=643.0"
BEN006,2024-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=363, expected=342.0"
NAS015,2023-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=3202, expected=3431.0"
FCT014,2023-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2507, expected=2597.0"
LAG002,2024-06-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=6060, expected=5641.0"
BEN011,2022-08-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=316, expected=384.0"
FCT011,2024-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2068, expected=2161.0"
LAG002,2023-08-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=5782, expected=6022.0"
CRS002,2023-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=246, expected=268.0"
CRS015,2024-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=494, expected=507.0"
LAG009,2023-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2614, expected=2460.0"
BEN008,2024-06-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=6203, expected=6096.0"
LAG006,2024-06-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=4547, expected=5576.0"
TMP001,2024-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=603, expected=1372.0"
AKS014,2022-02-28,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=602, expected=601.0"
AKS004,2024-09-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=928, expected=982.0"
RIV007,2024-09-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=592, expected=672.0"
AKS009,2024-12-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=239, expected=228.0"
KAD015,2023-04-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1719, expected=1501.0"
RIV005,2024-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1283, expected=1234.0"
NAS003,2022-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1920, expected=1614.0"
NAS014,2023-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=4775, expected=5051.0"
CRS014,2023-12-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=164, expected=189.0"
FCT006,2023-08-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2206, expected=2121.0"
AKS012,2022-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=695, expected=469.0"
FCT014,2022-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2508, expected=2518.0"
RIV013,2024-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2114, expected=2125.0"
RIV010,2024-03-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2969, expected=3002.0"
NAS015,2024-03-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=3253, expected=3225.0"
KAD011,2024-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=575, expected=566.0"
CRS010,2024-08-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=336, expected=401.0"
CRS009,2024-06-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=938, expected=906.0"
AKS009,2023-04-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=225, expected=237.0"
BEN005,2024-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=584, expected=571.0"
NAS999,2024-03-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=175, expected=2816.0"
RIV004,2023-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=852, expected=838.0"
BEN003,2024-02-29,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2411, expected=2607.0"
LAG010,2022-08-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=932, expected=957.0"
CRS010,2024-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=332, expected=334.0"
LAG015,2023-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1095, expected=1063.0"
CRS008,2023-10-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2167, expected=2253.0"
XXX999,2024-06-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1089, expected=2178.0"
FCT013,2023-03-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1347, expected=1396.0"
KAD010,2023-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=958, expected=971.0"
NAS007,2023-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2377, expected=1940.0"
BEN012,2024-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=458, expected=483.0"
NAS999,2023-05-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=879, expected=174.0"
CRS003,2022-08-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=5514, expected=5203.0"
NAS014,2022-03-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=4656, expected=4802.0"
LAG001,2022-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=230, expected=342.0"
KAD009,2023-03-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=788, expected=724.0"
RIV008,2024-06-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=4141, expected=4125.0"
TMP001,2024-10-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2898, expected=580.0"
BEN008,2024-03-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=6277, expected=6229.0"
NAS003,2022-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1755, expected=1896.0"
NAS004,2024-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=602, expected=625.0"
RIV013,2024-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2120, expected=2113.0"
AKS001,2023-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=323, expected=331.0"
LAG001,2023-10-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=319, expected=239.0"
LAG002,2023-04-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=5846, expected=5831.0"
AKS014,2024-02-29,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=621, expected=608.0"
NAS004,2023-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=487, expected=604.0"
KAD007,2022-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1114, expected=1115.0"
KAD007,2022-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1116, expected=1084.0"
BEN015,2024-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=750, expected=876.0"
KAD014,2024-03-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2264, expected=2664.0"
FCT015,2022-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=864, expected=726.0"
RIV014,2022-02-28,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=609, expected=670.0"
NAS009,2022-03-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=459, expected=470.0"
LAG002,2024-02-29,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=5851, expected=5865.0"
LAG011,2023-12-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1649, expected=1555.0"
LAG011,2022-12-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1739, expected=1642.0"
KAD011,2022-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=563, expected=582.0"
RIV013,2023-03-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2161, expected=2122.0"
KAD009,2024-03-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=899, expected=787.0"
CRS009,2022-03-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=707, expected=952.0"
CRS013,2022-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=854, expected=752.0"
FCT008,2022-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=5315, expected=4873.0"
BEN002,2024-03-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=4436, expected=4782.0"
BEN004,2022-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=374, expected=372.0"
AKS003,2023-02-28,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=241, expected=133.0"
NAS999,2022-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=437, expected=884.0"
CRS002,2022-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=167, expected=252.0"
BEN009,2023-06-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=460, expected=419.0"
KAD001,2023-07-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=766, expected=790.0"
RIV014,2022-07-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=613, expected=607.0"
AKS004,2023-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=971, expected=928.0"
BEN009,2022-01-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=486, expected=460.0"
NAS004,2022-06-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=442, expected=493.0"
CRS004,2022-11-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=462, expected=455.0"
BEN008,2024-08-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=6182, expected=6291.0"
LAG002,2022-10-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=5781, expected=5815.0"
KAD015,2022-04-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1930, expected=1688.0"
CRS008,2023-08-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2174, expected=2163.0"
CRS006,2023-01-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1295, expected=1344.0"
BEN004,2023-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=385, expected=374.0"
NAS003,2022-04-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1892, expected=1744.0"
CRS007,2024-12-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=303, expected=307.0"
FCT007,2023-09-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=4293, expected=4371.0"
BEN005,2023-04-30,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=495, expected=596.0"
FCT004,2024-02-29,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=1254, expected=1255.0"
AKS008,2023-12-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=84, expected=85.0"
AKS014,2023-10-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=616, expected=623.0"
CRS015,2024-08-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=487, expected=492.0"
NAS005,2024-11-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=840, expected=572.0"
KAD014,2022-05-31,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=2768, expected=2237.0"
FCT010,2022-09-01,R11,tx_curr should approximately equal previous tx_curr + tx_new - tx_ml,"actual=311, expected=292.0"
